Timestamp,Initial seed,Algorithm,Nb. rows,Nb. columns,Density,Runtime,Communication cost
2023-05-24 15:40:10.520269,"[3064717695, 3064717695, 3064717695]",Sparse,7000,1,0.001,0.155011,188644
2023-05-24 15:40:11.386899,"[3774049347, 3774049347, 3774049347]",Dense sharing,7000,1,0.005,0.087166,392619
2023-05-24 15:40:11.474533,"[3774049347, 3774049347, 3774049347]",Dense,7000,1,0.005,0.002697,372
2023-05-24 15:40:12.094492,"[3774049347, 3774049347, 3774049347]",Sparse sharing,7000,1,0.005,0.009736,33452
2023-05-24 15:40:12.104569,"[3774049347, 3774049347, 3774049347]",Sparse,7000,1,0.005,0.391215,806291
2023-05-24 15:40:13.102511,"[3268972372, 3268972372, 3268972372]",Dense sharing,7000,1,0.01,0.086668,392597
2023-05-24 15:40:13.189661,"[3268972372, 3268972372, 3268972372]",Dense,7000,1,0.01,0.002018,372
2023-05-24 15:40:13.892281,"[3268972372, 3268972372, 3268972372]",Sparse sharing,7000,1,0.01,0.017753,66201
2023-05-24 15:40:13.910410,"[3268972372, 3268972372, 3268972372]",Sparse,7000,1,0.01,0.681324,1578540
2023-05-24 15:40:15.303803,"[1182045396, 1182045396, 1182045396]",Dense sharing,9000,1,0.0001,0.106849,504609
2023-05-24 15:40:15.411105,"[1182045396, 1182045396, 1182045396]",Dense,9000,1,0.0001,0.00218,372
2023-05-24 15:40:16.100170,"[1182045396, 1182045396, 1182045396]",Sparse sharing,9000,1,0.0001,0.001857,1688
2023-05-24 15:40:16.102395,"[1182045396, 1182045396, 1182045396]",Sparse,9000,1,0.0001,0.11115,60095
2023-05-24 15:40:16.897995,"[101317550, 101317550, 101317550]",Dense sharing,9000,1,0.001,0.10786,504594
2023-05-24 15:40:17.006277,"[101317550, 101317550, 101317550]",Dense,9000,1,0.001,0.002345,372
2023-05-24 15:40:17.704861,"[101317550, 101317550, 101317550]",Sparse sharing,9000,1,0.001,0.003733,9620
2023-05-24 15:40:17.708955,"[101317550, 101317550, 101317550]",Sparse,9000,1,0.001,0.177044,245992
2023-05-24 15:40:18.525115,"[4217682237, 4217682237, 4217682237]",Dense sharing,9000,1,0.005,0.104393,504596
2023-05-24 15:40:18.629954,"[4217682237, 4217682237, 4217682237]",Dense,9000,1,0.005,0.002194,372
2023-05-24 15:40:19.255256,"[4217682237, 4217682237, 4217682237]",Sparse sharing,9000,1,0.005,0.015171,45320
2023-05-24 15:40:19.270804,"[4217682237, 4217682237, 4217682237]",Sparse,9000,1,0.005,0.494176,1082494
2023-05-24 15:40:20.381016,"[679970438, 679970438, 679970438]",Dense sharing,9000,1,0.01,0.108087,504605
2023-05-24 15:40:20.489524,"[679970438, 679970438, 679970438]",Dense,9000,1,0.01,0.003025,371
2023-05-24 15:40:21.207126,"[679970438, 679970438, 679970438]",Sparse sharing,9000,1,0.01,0.022726,89965
