Timestamp,Initial seed,Algorithm,Nb. rows,Nb. columns,Density,Runtime,Communication cost
2023-05-03 16:25:28.120565,"[80740328, 80740328, 80740328]",Sparse sharing,1000,3000,0.005,3.742032,12397495
2023-05-03 16:25:31.863686,"[80740328, 80740328, 80740328]",Sparse,1000,3000,0.005,3579.412687,5121855999
2023-05-03 19:25:12.794922,"[1157103124, 1157103124, 1157103124]",Dense sharing,1000,5000,0.001,60.79162,280001314
2023-05-03 19:26:15.427615,"[1157103124, 1157103124, 1157103124]",Dense,1000,5000,0.001,4327.513797,700000877
2023-05-03 20:38:44.237081,"[1157103124, 1157103124, 1157103124]",Sparse sharing,1000,5000,0.001,1.725637,4834343
2023-05-03 20:38:45.963526,"[1157103124, 1157103124, 1157103124]",Sparse,1000,5000,0.001,384.891704,677582333
2023-05-04 00:45:12.224167,"[607852865, 607852865, 607852865]",Sparse sharing,1000,7000,0.001,2.214359,6517717
2023-05-04 00:45:14.439528,"[607852865, 607852865, 607852865]",Sparse,1000,7000,0.001,731.066999,1268476850
2023-05-04 00:57:26.940446,"[2376171653, 2376171653, 2376171653]",Sparse sharing,1000,9000,0.001,2.781058,8701154
2023-05-04 00:57:29.722525,"[2376171653, 2376171653, 2376171653]",Sparse,1000,9000,0.001,1273.349634,2115855794
2023-05-04 01:18:44.633892,"[1789899462, 1789899462, 1789899462]",Sparse sharing,1000,10000,0.001,2.988738,9597610
2023-05-04 01:18:47.623665,"[1789899462, 1789899462, 1789899462]",Sparse,1000,10000,0.001,1536.999711,2598619003
