Timestamp,Initial seed,Algorithm,Nb. rows,Nb. columns,Density,Runtime,Communication cost
2023-09-27 18:50:56.397143,"[1486341340, 1486341340, 1486341340]",Dense sharing,10,1,0.0001,0.001656,689
2023-09-27 18:50:56.414363,"[1486341340, 1486341340, 1486341340]",Dense,10,1,0.0001,0.010992,385
2023-09-27 18:51:03.377984,"[1486341340, 1486341340, 1486341340]",Sparse sharing,10,1,0.0001,0.000253,0
2023-09-27 18:51:03.381500,"[1486341340, 1486341340, 1486341340]",Sparse,10,1,0.0001,0.003793,30
2023-09-27 18:51:10.301970,"[1486341340, 1486341340, 1486341340]",Sparse-dense sharing,10,1,0.0001,0.000278,0
2023-09-27 18:51:10.305310,"[1486341340, 1486341340, 1486341340]",Sparse-dense,10,1,0.0001,0.000584,30
2023-09-27 18:51:17.511077,"[1228962651, 1228962651, 1228962651]",Dense sharing,30,1,0.0001,0.001553,1423
2023-09-27 18:51:17.518997,"[1228962651, 1228962651, 1228962651]",Dense,30,1,0.0001,0.005987,385
2023-09-27 18:51:24.698967,"[1228962651, 1228962651, 1228962651]",Sparse sharing,30,1,0.0001,0.000267,0
2023-09-27 18:51:24.723324,"[1228962651, 1228962651, 1228962651]",Sparse,30,1,0.0001,0.000578,30
2023-09-27 18:51:33.068620,"[1228962651, 1228962651, 1228962651]",Sparse-dense sharing,30,1,0.0001,0.000182,0
2023-09-27 18:51:33.084703,"[1228962651, 1228962651, 1228962651]",Sparse-dense,30,1,0.0001,0.000592,30
2023-09-27 18:51:39.970150,"[1363957683, 1363957683, 1363957683]",Dense sharing,50,1,0.0001,0.001799,2165
2023-09-27 18:51:39.975509,"[1363957683, 1363957683, 1363957683]",Dense,50,1,0.0001,0.005696,384
2023-09-27 18:51:47.225954,"[1363957683, 1363957683, 1363957683]",Sparse sharing,50,1,0.0001,0.000194,0
2023-09-27 18:51:47.254569,"[1363957683, 1363957683, 1363957683]",Sparse,50,1,0.0001,0.002344,30
2023-09-27 18:51:54.127554,"[1363957683, 1363957683, 1363957683]",Sparse-dense sharing,50,1,0.0001,0.000118,0
2023-09-27 18:51:54.130264,"[1363957683, 1363957683, 1363957683]",Sparse-dense,50,1,0.0001,0.00208,30
2023-09-27 18:52:01.801832,"[1246950452, 1246950452, 1246950452]",Dense sharing,70,1,0.0001,0.002694,2912
2023-09-27 18:52:01.841090,"[1246950452, 1246950452, 1246950452]",Dense,70,1,0.0001,0.010223,384
2023-09-27 18:52:08.891460,"[1246950452, 1246950452, 1246950452]",Sparse sharing,70,1,0.0001,0.000659,0
2023-09-27 18:52:08.914571,"[1246950452, 1246950452, 1246950452]",Sparse,70,1,0.0001,0.002682,30
2023-09-27 18:52:16.505985,"[1246950452, 1246950452, 1246950452]",Sparse-dense sharing,70,1,0.0001,0.00032,0
2023-09-27 18:52:16.512021,"[1246950452, 1246950452, 1246950452]",Sparse-dense,70,1,0.0001,0.000989,30
2023-09-27 18:52:23.013962,"[2311075880, 2311075880, 2311075880]",Dense sharing,90,1,0.0001,0.00327,3649
2023-09-27 18:52:23.042646,"[2311075880, 2311075880, 2311075880]",Dense,90,1,0.0001,0.012701,384
2023-09-27 18:52:29.417996,"[2311075880, 2311075880, 2311075880]",Sparse sharing,90,1,0.0001,0.000693,0
2023-09-27 18:52:29.477319,"[2311075880, 2311075880, 2311075880]",Sparse,90,1,0.0001,0.016707,30
2023-09-27 18:52:36.675594,"[2311075880, 2311075880, 2311075880]",Sparse-dense sharing,90,1,0.0001,0.000144,0
2023-09-27 18:52:36.678882,"[2311075880, 2311075880, 2311075880]",Sparse-dense,90,1,0.0001,0.000599,30
2023-09-27 18:52:43.910343,"[2345664438, 2345664438, 2345664438]",Dense sharing,100,1,0.0001,0.003111,4020
2023-09-27 18:52:43.919117,"[2345664438, 2345664438, 2345664438]",Dense,100,1,0.0001,0.008645,385
2023-09-27 18:52:53.077941,"[2345664438, 2345664438, 2345664438]",Sparse sharing,100,1,0.0001,0.000324,0
2023-09-27 18:52:53.118731,"[2345664438, 2345664438, 2345664438]",Sparse,100,1,0.0001,0.008186,30
2023-09-27 18:53:01.409373,"[2345664438, 2345664438, 2345664438]",Sparse-dense sharing,100,1,0.0001,0.000228,0
2023-09-27 18:53:01.417991,"[2345664438, 2345664438, 2345664438]",Sparse-dense,100,1,0.0001,0.000616,30
2023-09-27 18:53:08.914014,"[80740328, 80740328, 80740328]",Dense sharing,300,1,0.0001,0.028982,11420
2023-09-27 18:53:08.977929,"[80740328, 80740328, 80740328]",Dense,300,1,0.0001,0.032296,384
2023-09-27 18:53:16.018700,"[80740328, 80740328, 80740328]",Sparse sharing,300,1,0.0001,0.000217,0
2023-09-27 18:53:16.150967,"[80740328, 80740328, 80740328]",Sparse,300,1,0.0001,0.000876,30
2023-09-27 18:53:23.877970,"[80740328, 80740328, 80740328]",Sparse-dense sharing,300,1,0.0001,0.000298,0
2023-09-27 18:53:23.886563,"[80740328, 80740328, 80740328]",Sparse-dense,300,1,0.0001,0.000626,30
2023-09-27 18:53:31.846478,"[1157103124, 1157103124, 1157103124]",Dense sharing,500,1,0.0001,0.013974,18795
2023-09-27 18:53:31.894636,"[1157103124, 1157103124, 1157103124]",Dense,500,1,0.0001,0.012452,385
2023-09-27 18:53:40.406030,"[1157103124, 1157103124, 1157103124]",Sparse sharing,500,1,0.0001,0.000309,0
2023-09-27 18:53:40.630022,"[1157103124, 1157103124, 1157103124]",Sparse,500,1,0.0001,0.002054,30
2023-09-27 18:53:49.139146,"[1157103124, 1157103124, 1157103124]",Sparse-dense sharing,500,1,0.0001,0.000122,0
2023-09-27 18:53:49.145379,"[1157103124, 1157103124, 1157103124]",Sparse-dense,500,1,0.0001,0.000609,30
2023-09-27 18:53:57.897069,"[607852865, 607852865, 607852865]",Dense sharing,700,1,0.0001,0.026056,26186
2023-09-27 18:53:57.958589,"[607852865, 607852865, 607852865]",Dense,700,1,0.0001,0.014125,385
